,action_name,accuracy,top_object_0,top_object_1,top_object_2,top_object_3,top_object_4,top_scene_0,top_scene_1,top_scene_2,top_scene_3,top_scene_4
85,StillRings,0.0,still,ring,ring,remains,bell,boxing ring,jewelry shop,rope bridge,waiting room,phone booth
89,TableTennisShot,0.0,tennis,table,table,volleyball,volleyball,volleyball court outdoor,basketball court indoor,bow window indoor,ball pit,swimming pool outdoor
92,ThrowDiscus,0.0,javelin,thrower,monkey-wrench,hammer,hammer,ball pit,athletic field outdoor,baseball field,bow window indoor,wheat field
95,UnevenBars,0.0,bar,bar,bar,rough,brittle,wet bar,bar,sushi bar,ice skating rink indoor,ice skating rink outdoor
96,VolleyballSpiking,0.0,volleyball,volleyball,soccer,tennis,softball,volleyball court outdoor,soccer field,basketball court indoor,stadium soccer,football field
31,FrontCrawl,0.0,front,back,back,back,down,elevator door,porch,doorway outdoor,ball pit,engine room
30,FrisbeeCatch,0.0,catch,Frisbee,ball,ball,ball,ball pit,volleyball court outdoor,soccer field,baseball field,fire escape
100,YoYo,0.0,gat,homegirl,dun,homeboy,takin,childs room,japanese garden,rice paddy,sushi bar,kindergarden classroom
9,BenchPress,0.0,bench,press,press,press,dumbbell,conference center,conference room,ball pit,locker room,volleyball court outdoor
12,BlowDryHair,0.0,dry,hair,dryer,wig,skin,wet bar,hot spring,shower,beauty salon,desert sand
4,BalanceBeam,0.0,balance,balance,beam,light,steelyard,rope bridge,bank vault,bridge,elevator shaft,bow window indoor
18,BreastStroke,0.0,nipple,chest,surgery,heart,neck,swimming hole,hospital,nursing home,elevator shaft,canal natural
20,CleanAndJerk,0.0,cleaner,well,well,well,mess,clean room,wet bar,engine room,underwater ocean deep,lake natural
23,CricketShot,0.005988023952095809,cricket,cricket,cricketer,wicket,wicket,bowling alley,football field,ball pit,baseball field,soccer field
38,HeadMassage,0.006802721088435374,head,head,therapist,neck,body,shower,sauna,ice cream parlor,beauty salon,jacuzzi indoor
17,BoxingSpeedBag,0.007462686567164179,boxing,bag,bag,bag,duffel,boxing ring,martial arts gym,bowling alley,ball pit,shoe shop
98,WallPushups,0.007692307692307693,wall,wall,sandbag,dumbbell,ledge,rock arch,rope bridge,alcove,doorway outdoor,martial arts gym
68,PommelHorse,0.008130081300813009,horse,horse,horseman,dressage,equine,barn,arena rodeo,corral,pasture,racecourse
74,RopeClimbing,0.008403361344537815,rope,climber,ledge,bungee,jumping,rope bridge,crevasse,cliff,rock arch,staircase
1,ApplyLipstick,0.008771929824561403,lipstick,eyeliner,mascara,eyeshadow,lip-gloss,drugstore,ice cream parlor,beauty salon,clothing store,wet bar
55,Nunchucks,0.015151515151515152,saber,sword,broadsword,machete,quarterstaff,martial arts gym,bowling alley,boxing ring,arcade,rope bridge
19,BrushingTeeth,0.015267175572519083,tooth,tooth,brush,toothbrush,floss,clean room,bathroom,watering hole,canal natural,childs room
37,HandstandWalking,0.02702702702702703,walk,cartwheel,walker,walker,walker,escalator indoor,crosswalk,rope bridge,doorway outdoor,swimming hole
49,Knitting,0.04065040650406504,knit,shawl,sweater,workbasket,afghan,coffee shop,jewelry shop,fabric store,gift shop,beer garden
45,JugglingBalls,0.04132231404958678,ball,ball,ball,juggler,croquet,ball pit,soccer field,bowling alley,swimming hole,baseball field
36,HandstandPushups,0.0546875,dumbbell,cartwheel,barbell,gymnast,hula-hoop,martial arts gym,rope bridge,boxing ring,shower,sushi bar
77,ShavingBeard,0.06832298136645963,beard,beard,hair,razor,shaver,ice cream parlor,shower,beauty salon,wet bar,ice skating rink outdoor
78,Shotput,0.06944444444444445,javelin,thrower,judo,athlete,vaulter,athletic field outdoor,baseball field,basketball court indoor,football field,soccer field
90,TaiChi,0.09,guan,gong,,tam,koto,zen garden,martial arts gym,japanese garden,pagoda,temple asia
97,WalkingWithDog,0.11382113821138211,dog,walk,leash,puppy,pup,kennel outdoor,pet shop,beach house,shopping mall indoor,street
57,PizzaTossing,0.12389380530973451,pizza,pasta,lasagna,meatball,flatbread,pizzeria,fastfood restaurant,sushi bar,restaurant kitchen,ice cream parlor
53,Mixing,0.125,mixer,mixer,recording,mash,blender,music studio,dressing room,chemistry lab,art studio,physics laboratory
67,PoleVault,0.1342281879194631,vault,pole,vault,pole,vaulting,bank vault,barn,lock chamber,doorway outdoor,ice shelf
42,HulaHoop,0.136,hula-hoop,trampoline,gymnastics,tetherball,basketball,basketball court indoor,volleyball court outdoor,ball pit,windmill,rope bridge
91,TennisSwing,0.13855421686746988,tennis,swing,badminton,golf,croquet,volleyball court outdoor,basketball court indoor,ball pit,swimming pool outdoor,golf course
5,BandMarching,0.14838709677419354,band,band,drummer,guitarist,bandsman,music studio,rock arch,orchestra pit,army base,stadium football
54,MoppingFloor,0.15454545454545454,floor,floor,floor,upstairs,linoleum,basement,clean room,throne room,dressing room,kitchen
48,Kayaking,0.1702127659574468,kayak,snorkeling,water-skiing,canoe,fly-fishing,swimming pool outdoor,river,swimming pool indoor,hunting lodge outdoor,swimming hole
24,CuttingInKitchen,0.19090909090909092,kitchen,bathroom,room,cupboard,edge,kitchen,restaurant kitchen,living room,dining room,clean room
29,FloorGymnastics,0.192,gymnastics,floor,floor,floor,gymnast,gymnasium indoor,ballroom,basketball court indoor,volleyball court outdoor,escalator indoor
13,BlowingCandles,0.1926605504587156,candle,shofar,torch,wick,snuffer,wind farm,fire escape,shower,bow window indoor,fire station
52,MilitaryParade,0.208,soldier,reservist,marshal,colonel,regalia,army base,museum outdoor,church outdoor,bazaar outdoor,airfield
14,BodyWeightSquats,0.21428571428571427,weight,weight,body,body,body,martial arts gym,shed,boxing ring,sauna,train interior
84,SoccerPenalty,0.21897810218978103,soccer,handball,handball,football,lacrosse,stadium soccer,soccer field,stadium football,football field,arena hockey
65,PlayingTabla,0.23423423423423423,sitar,violin,flute,guitar,harmonium,music studio,soccer field,football field,orchestra pit,baseball field
99,WritingOnBoard,0.24342105263157895,board,board,board,drawing,blackboard,art school,computer room,landing deck,boat deck,television room
21,CliffDiving,0.2463768115942029,cliff,dive,precipice,ledge,snorkeling,cliff,underwater ocean deep,swimming hole,rope bridge,ocean
41,HorseRiding,0.2804878048780488,horse,horse,riding,rider,ride,arena rodeo,barn,pasture,wind farm,corral
22,CricketBowling,0.33093525179856115,cricket,cricket,cricketer,wicket,wicket,bowling alley,stadium baseball,football field,baseball field,stadium soccer
27,Fencing,0.3333333333333333,fence,epee,singlestick,archery,gazebo,roof garden,topiary garden,gazebo exterior,lawn,athletic field outdoor
16,BoxingPunchingBag,0.3496932515337423,boxing,boxer,boxer,punch,punch,boxing ring,martial arts gym,stadium baseball,arena hockey,swimming hole
88,Swing,0.3816793893129771,swing,pendulum,ball,ball,ball,ball pit,rope bridge,porch,bowling alley,golf course
2,Archery,0.38620689655172413,archery,archer,crossbow,longbow,rifle,hunting lodge outdoor,bow window indoor,volleyball court outdoor,athletic field outdoor,martial arts gym
0,ApplyEyeMakeup,0.3931034482758621,makeup,eyeliner,eyeshadow,mascara,lipstick,beauty salon,drugstore,ice cream parlor,candy store,clothing store
28,FieldHockeyPenalty,0.40476190476190477,field,field,soccer,lacrosse,football,soccer field,football field,baseball field,arena hockey,field road
7,Basketball,0.4701492537313433,basketball,basketball,volleyball,volleyball,soccer,basketball court indoor,volleyball court outdoor,stadium soccer,stadium football,soccer field
25,Diving,0.47333333333333333,dive,swimming,snorkeling,snorkel,snorkel,underwater ocean deep,swimming hole,swimming pool outdoor,swimming pool indoor,ocean
3,BabyCrawling,0.48484848484848486,baby,baby,crib,crib,bassinet,nursery,childs room,shower,playroom,hospital room
26,Drumming,0.4968944099378882,drum,drum,drummer,percussionist,bongo,music studio,martial arts gym,art studio,rock arch,orchestra pit
94,Typing,0.5220588235294118,keyboard,typewriter,computer,laptop,mouse,computer room,waiting room,loading dock,office cubicles,server room
8,BasketballDunk,0.5267175572519084,basketball,basketball,dunker,backboard,backboard,basketball court indoor,volleyball court outdoor,arena hockey,athletic field outdoor,soccer field
61,PlayingFlute,0.6258064516129033,flute,violin,clarinet,piano,harp,music studio,soccer field,orchestra pit,football field,volleyball court outdoor
82,SkyDiving,0.6363636363636364,dive,swimming,dove,blue,blue,sky,underwater ocean deep,swimming hole,ocean,water tower
63,PlayingPiano,0.6857142857142857,piano,violin,clarinet,guitar,cello,music studio,orchestra pit,soccer field,volleyball court outdoor,basketball court indoor
93,TrampolineJumping,0.6974789915966386,trampoline,jumping,bungee,gymnastics,swimming,swimming pool indoor,swimming pool outdoor,swimming hole,playground,escalator indoor
62,PlayingGuitar,0.7625,guitar,violin,piano,harmonica,banjo,music studio,soccer field,football field,stadium soccer,orchestra pit
10,Biking,0.7686567164179104,bicycling,cycling,bicycle,motorcycling,skiing,mountain,mountain path,mountain snowy,swimming pool outdoor,ice skating rink outdoor
80,Skiing,0.8444444444444444,skiing,skier,snowboard,sledding,tobogganing,ski resort,ski slope,ice skating rink outdoor,mountain snowy,chalet
79,SkateBoarding,0.85,skate,skate,skating,skateboard,skateboarding,ice skating rink outdoor,ice skating rink indoor,ski resort,art school,ski slope
75,Rowing,0.8613138686131386,rowing,boathouse,scull,swimming,canoe,boathouse,swimming pool indoor,boat deck,swimming pool outdoor,swimming hole
58,PlayingCello,0.8841463414634146,cello,violin,piano,clarinet,oboe,music studio,orchestra pit,soccer field,volleyball court outdoor,ice skating rink outdoor
64,PlayingSitar,0.8853503184713376,sitar,guitar,violin,harmonica,harmonium,music studio,football field,soccer field,orchestra pit,stadium soccer
6,BaseballPitch,0.8933333333333333,baseball,baseball,softball,softball,bat,stadium baseball,baseball field,stadium soccer,stadium football,soccer field
32,GolfSwing,0.8992805755395683,golf,swing,golfer,putter,croquet,golf course,ball pit,swimming hole,volleyball court outdoor,baseball field
33,Haircut,0.9076923076923077,hairdresser,hair,beard,beard,stylist,beauty salon,shower,clothing store,laundromat,bathroom
86,SumoWrestling,0.9137931034482759,sumo,wrestling,boxing,judo,boxer,boxing ring,arena hockey,martial arts gym,arena rodeo,volleyball court outdoor
87,Surfing,0.9285714285714286,surfing,skateboarding,snorkeling,beach,web,beach,ocean,swimming pool outdoor,wave,swimming pool indoor
40,HorseRace,0.9354838709677419,horse,horse,racing,thoroughbred,thoroughbred,racecourse,corral,arena rodeo,barn,railroad track
72,Rafting,0.9369369369369369,canoe,kayak,raft,snorkeling,fly-fishing,river,raft,canyon,hunting lodge outdoor,swimming pool outdoor
15,Bowling,0.9935483870967742,cricket,cricket,croquet,wicket,wicket,bowling alley,ball pit,ice skating rink indoor,ice skating rink outdoor,swimming hole
43,IceDancing,1.0,ice,skating,dancer,dancer,rink,ice skating rink outdoor,ice skating rink indoor,ice floe,ice cream parlor,ice shelf
11,Billiards,1.0,shuffleboard,racquetball,racquetball,poolroom,croquet,arcade,amusement arcade,swimming pool indoor,swimming pool outdoor,recreation room
